Unnamed: 0,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID,District_LGD_Codes,State_Codes
1869,UEI-IMD-FL-1992-0023,1992-10-07,07-10-1992 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,3.0,,,,3 persons died due to house collapse,500 houses submerged under rain water,IMD,,526,29
1870,UEI-IMD-FL-1992-0024,1992-11-16,18-11-1992 00:00,3.0,heavy rains,,"Beedar, Kalaburagi, Belagavi, Yadgir, Bagalkotee, Raichur, Koppal, Gadag, Ballari, Dharwad, Uttar Kashia Kannada, Haveri, Chitradurga, Davangere, Shivamogga, Udupi, Chikkamagaluru, Chikkaballapura, Hassan, Kolar, Bengaluru Rural, Dakshina Kannada, Bengaluru Urban, Kodagu, Chamarajanagaraa, Tumakuru, Ramanagara, Mandya, Mysuru, Vijayapura",Karnataka,,,,,55.0,,,,55 persons died,i)Thousands of houses damaged ii)Thousands of livestock lost iii)Lakhs of hectares of crop land submerged iv)Extensive damage to crop reported v)The loss estimated to worth Rs 155 crores,IMD,,"None, 538, 527, 635, None, 546, 543, 537, 528, 536, None, 540, 533, 535, 547, 549, 532, 630, 539, 542, 526, 534, 525, 541, None, 548, 631, 544, 545, 530",29
1955,UEI-IMD-FL-1993-0019,1993-08-31,31-08-1993 00:00,1.0,heavy rains,,Raichur,Karnataka,,,,,,,,,,(i) 2 persons washed (1) Hundreds of people rendered homcless. away in Nagalapur tank. (ii) Property worth Rs. one crore damaged. (ii) Several cattleheads perished.,IMD,,546,29
1956,UEI-IMD-FL-1993-0020,1993-10-09,09-10-1993 00:00,1.0,heavy rains,,Raichur,Karnataka,,,,,5.0,,,,5 persons died.,(i) Hundreds of houses collapsed. (ii) 3000 families of slum dwellers rendered homeless.,IMD,,546,29
1957,UEI-IMD-FL-1993-0021,1993-10-11,21-10-1993 00:00,11.0,severe flood,,"Belagavi, Ballari, Bijapur Surendranagar, Kalaburagi,Raichur",Karnataka,,,,,34.0,,,,34 persons died.,"(1) 296 houses completely,1,170 partially damaged. (ii) Standing crop in 40,325 hectares of land in 10 talukas of Belgaum district damaged. (iii) The total loss including loss of public utilities worth Rs. 11.35 crores reported in Belgaum district.",IMD,,"527, 528, None, 538, 546",29
2068,UEI-IMD-FL-1994-0035,1994-06-05,05-06-1994 00:00,1.0,heavy rains,,Uttar Kashia Kannada,Karnataka,,,,,1.0,,,,1 person died,i)Loss of public utilities worth Rs. 1.15 crore reported ii)Road communication on National highway No. 14 disrupted iii)Several trees uprooted,IMD,,,29
2069,UEI-IMD-FL-1994-0036,1994-07-08,14-07-1994 00:00,7.0,severe flood,,"Belagavi, Ballari, Bijapur, Chikkamagaluru, Surendranagar, Dharwad,  Kalaburagi, Hassan, Kodagu, Kolar, Mandya,Mysuru",Karnataka,,,,,58.0,,,2268,"i)58 persons died ii)2,268 cattleheads perished","i)954 villages in 63 tehsils affected ii)Crop worth Rs. 8.92 crores in 51,194 acres of land lost iii)Property worth Rs. 8863 crores damaged",IMD,,"527, 528, 636, 532, 460, 536, 538, 539, 541, 542, 544, 545",29
2070,UEI-IMD-FL-1994-0037,1994-10-06,06-10-1994 00:00,1.0,flash flood,,"Bijapur, Kalaburagi",Karnataka,,,,,8.0,,,6,i)8 persons died ii)6 cattleheads perished,,IMD,,"636, 538",29
2196,UEI-IMD-FL-1995-0039,1995-07-28,28-07-1995 00:00,1.0,heavy rains,,Ballari,Karnataka,,,,,6.0,,,,i)6 persons died ii)Many persons injured,,IMD,,528,29
2360,UEI-IMD-FL-1996-0043,1996-06-13,15-06-1996 00:00,3.0,heavy rains,,"Bengaluru Rural, Ballari, Bijapur, Surendranagar, Kolar",Karnataka,,,,,29.0,15.0,,,"29 persons died,15 other injured","i)Many trees uprooted ii)Roofs of many houses blown off, 150 houses damaged iii)Overhead powerlines snapped",IMD,,"526, 528, 636, 460, 542",29
2361,UEI-IMD-FL-1996-0044,1996-06-14,14-06-1996 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,9.0,12.0,,,"9 persons died,12 other injured in a building collapsed at J.P. Nagar area",,IMD,,526,29
2364,UEI-IMD-FL-1996-0047,1996-08-01,31-08-1996 00:00,31.0,severe flood,,"Beedar, Kalaburagi, Belagavi, Yadgir, Bagalkotee, Raichur, Koppal, Gadag, Ballari, Dharwad, Uttar Kashia Kannada, Haveri, Chitradurga, Davangere, Shivamogga, Udupi, Chikkamagaluru, Chikkaballapura, Hassan, Kolar, Bengaluru Rural, Dakshina Kannada, Bengaluru Urban, Kodagu, Chamarajanagaraa, Tumakuru, Ramanagara, Mandya, Mysuru, Vijayapura",Karnataka,,,,,137.0,,,4456,"i)137 persons died ii)4,456 cattleheads perished","i)Crop worth Rs. 3.16 crores in 22,657 acres dmaged ii)898 houses fully,11,795 houses partially collapsed iii)The total loss to private the public property worth Rs. 24.31 crores, reported",IMD,,"None, 538, 527, 635, None, 546, 543, 537, 528, 536, None, 540, 533, 535, 547, 549, 532, 630, 539, 542, 526, 534, 525, 541, None, 548, 631, 544, 545, 530",29
2362,UEI-IMD-FL-1996-0045,1996-08-11,11-08-1996 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,2.0,7.0,,,"2 persons died,7 injured","i)Low lying areas flooded ii)Many compound walls collapsed iii)Trees,electric uprooted",IMD,,526,29
2363,UEI-IMD-FL-1996-0046,1996-08-26,26-08-1996 00:00,1.0,heavy rains,,Raichur,Karnataka,,,,,,,,,,i)394 huts collapsed ii)Several families rendered homeless iii)Damage worth Rs. 1.5 crores reported,IMD,,546,29
2365,UEI-IMD-FL-1996-0048,1996-09-22,28-09-1996 00:00,7.0,severe flood,,Bijapur,Karnataka,,,,,,,,,,"i)293 houses fully collapsed,4,081 houses badly damaged ii)13 bridges,2 school buildings damaged",IMD,,636,29
2366,UEI-IMD-FL-1996-0049,1996-10-01,02-10-1996 00:00,2.0,heavy rains,,"Belagavi, Ballari, Dharwad, Raichur",Karnataka,,,,,15.0,12.0,,,"15 persons died,12 other injured",i)Many houses collapsed ii)Cinema tent collapsed,IMD,,"527, 528, 536, 546",29
2478,UEI-IMD-FL-1997-0031,1997-04-30,01-05-1997 00:00,2.0,heavy rains,,Raichur,Karnataka,,,,,3.0,,,,3 persons died,,IMD,,546,29
2479,UEI-IMD-FL-1997-0032,1997-05-13,13-05-1997 00:00,1.0,heavy rains,,Mysuru,Karnataka,,,,,,6.0,,,6 persons injured,,IMD,,545,29
2480,UEI-IMD-FL-1997-0033,1997-06-27,27-06-1997 00:00,1.0,heavy rains,,Kodagu,Karnataka,,,,,1.0,,,,1 person died due to wall collapse,,IMD,,541,29
2481,UEI-IMD-FL-1997-0034,1997-07-10,26-07-1997 00:00,4.0,heavy rains,,Dakshina Kannada,Karnataka,,,,,10.0,,,,10 persons died,"i)15 houses collapsed ii)39 houses partially damaged iii)10 hectares of agricultural land submerged iv)1,139 km road damaged v)76 bridges damaged vi)Total estimated loss of Rs 9.22 crore reported",IMD,,534,29
2482,UEI-IMD-FL-1997-0035,1997-10-01,01-10-1997 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,4.0,20.0,,,"4 persons died,20 other injured",i)Low lying areas inundated ii)Several huts in Slum area swept away,IMD,,526,29
2483,UEI-IMD-FL-1997-0036,1997-10-04,04-10-1997 00:00,1.0,flash flood,,Dharwad,Karnataka,,,,,6.0,3.0,,,"6 persons washed away,3 injured in flash flood near Tadahala - Navalgund",,IMD,,536,29
2485,UEI-IMD-FL-1997-0038,1997-10-24,27-10-1997 00:00,4.0,heavy rains,,Shivamogga,Karnataka,,,,,,,,,,i)Many houses damaged ii)Standing as well as harvested crop destroyed iii)Property worth lakhs of rupees destroyed,IMD,,547,29
2484,UEI-IMD-FL-1997-0037,1997-10-27,27-10-1997 00:00,1.0,heavy rains,,Chikkamagaluru,Karnataka,,,,,2.0,,,,2 persons died,i)Estimated loss Rs. 1.4 crores reported ii)10 houses damaged iii)Standing crop destroyed in several places around the city,IMD,,532,29
2486,UEI-IMD-FL-1997-0039,1997-11-26,26-11-1997 00:00,1.0,heavy rains,,Mysuru,Karnataka,,,,,,,,,,i)Low lying areas inundated ii)Normal life disrupted iii)Damage to crops reported,IMD,,545,29
2627,UEI-IMD-FL-1998-0036,1998-06-30,30-06-1998 00:00,1.0,heavy rains,,"Kodagu, Uttar Kashia Kannada, Dakshina Kannada",Karnataka,,,,,5.0,,,,"1 person swept away at Peraje, 4 members of a family buried alive under a hillock, when it collapsed due to heavy rains at Neerumarga in Mangalore taluka","Several low lying areas inundated , i)Landslides reported near Thethikallu village from where 16 families evacuated ii)Low lying areas inundated,many paddy field swept away iii)Many houses collapsed,more than one hundred partially damaged iv)A pump house,a well collapsed in Honavar taluka v)Big banyan trees, arecanut, coconut,jack fruit trees fell vi)Large number of electric,telephone poles uprooted disruptingpower supply,telecommunication links",IMD,,"541, None, 534",29
2628,UEI-IMD-FL-1998-0037,1998-07-01,01-07-1998 00:00,1.0,flash flood,,"Kodagu,Shivamogga",Karnataka,,,,,6.0,,,1,"i)5 persons washed away,an old woman died under a wall collapse in Kodagu district ii)An elephant washed away in Shivamogga district ",i)A few houses collapsed/damaged ii)Many paddy fields inundated iii)Several roads/bridhges damaged,IMD,,"541, 547",29
2629,UEI-IMD-FL-1998-0038,1998-07-04,04-07-1998 00:00,1.0,flash flood,,Dakshina Kannada,Karnataka,,,,,3.0,,,,"i)2 persons washed away when a bridge on the river Dasikhan collapsed near Hosangodi,Siddapura ii)A person died due to electrocution at Palimaru when an electric wire snapped",,IMD,,534,29
2630,UEI-IMD-FL-1998-0039,1998-07-20,20-07-1998 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,1.0,,,,A 6-year old boy died when a wall collapsed upon him in Ulsoor areas of Bengaluru Rural city,,IMD,,526,29
2631,UEI-IMD-FL-1998-0040,1998-07-23,23-07-1998 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,,,,,,"i)A few houses collapsed,trees uprooted ii)Low lying areas flooded,waterlogged",IMD,,526,29
2632,UEI-IMD-FL-1998-0041,1998-07-24,24-07-1998 00:00,1.0,flash flood,,Uttar Kashia Kannada,Karnataka,,,,,,,,,A few livestock washed away,"i)Siddapura,Honavar talukas affected ii)15 villages marooned iii)Several houses waterlogged. 38 houses completely collapsed,178 houses partially damaged iv)Thousands of people evacuated to safer places v)Damage to property,agriculture including arecanut,coconut reported",IMD,,,29
2633,UEI-IMD-FL-1998-0042,1998-07-31,31-07-1998 00:00,1.0,flash flood,,Chikkaballapura,Karnataka,,,,,3.0,,,,"A person washed away,two agricultural labourers died in Mudigere taluka",,IMD,,630,29
2634,UEI-IMD-FL-1998-0043,1998-08-01,01-08-1998 00:00,1.0,flash flood,,Dakshina Kannada,Karnataka,,,,,1.0,,,,A man washed away while passing over the bridge at Puttur,,IMD,,534,29
2635,UEI-IMD-FL-1998-0044,1998-08-02,02-08-1998 00:00,1.0,flash flood,,Dakshina Kannada,Karnataka,,,,,1.0,,,,A 3-year old child washed away in a canal at Golithady,,IMD,,534,29
2636,UEI-IMD-FL-1998-0045,1998-08-04,04-08-1998 00:00,1.0,flash flood,,Bengaluru Rural,Karnataka,,,,,1.0,,,,1 persons washed away in the river near Nagarabhavi area of the Bengaluru Rural city,"i)Bengaluru Rural city areas affected inundating low lying areas ii)Several roadside trees in Ulsoor, Chamarajpet, Sheshadri road,Nagarabhavi areas uprooted, disrupting traffic. Many electric poles also uprooted iii)About 10 houses collapsed",IMD,,526,29
2637,UEI-IMD-FL-1998-0046,1998-08-15,15-08-1998 00:00,1.0,heavy  rains,,"Dharwad , Kolar",Karnataka,,,,,2.0,,,,2 children die under a collapsed bus shelter at Dharwad,i)Low lying areas inundated ii)A few houses collapsed,IMD,,"536, 542",29
2640,UEI-IMD-FL-1998-0049,1998-08-16,16-08-1998 00:00,1.0,heavy rains,,Dharwad,Karnataka,,,,,2.0,1.0,,,"1 person died,a woman,a child injured under a collapsed house at Gajendrgad",,IMD,,536,29
2638,UEI-IMD-FL-1998-0047,1998-08-19,19-08-1998 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,,,,,,"Low lying areas inundated, water entered into the shops, bookstalls,telephone booths damaging them heavily",IMD,,526,29
2639,UEI-IMD-FL-1998-0048,1998-08-25,25-08-1998 00:00,1.0,heavy rains,, Kalaburagi,Karnataka,,,,,2.0,,,,2 persons died under a wall when it collapsed followinh heavy rains at Afzalpura,"Damages to roads,bridges reported",IMD,,538,29
2641,UEI-IMD-FL-1998-0050,1998-09-02,02-09-1998 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,1.0,1.0,,,"1 woman died,a girl injured under a collapsed house following heavy rains in the Bengaluru Rural city",,IMD,,526,29
2644,UEI-IMD-FL-1998-0053,1998-09-15,21-09-1998 00:00,7.0,heavy rains,, Kalaburagi,Karnataka,,,,,,,,,,"Cereals, pulses, groundnut, sugarcane in lakhs of hectares damaged",IMD,,538,29
2642,UEI-IMD-FL-1998-0051,1998-09-21,21-09-1998 00:00,1.0,heavy rains,,"Beedar,  Kalaburagi",Karnataka,,,,,2.0,7.0,,,"1 person died at Nagarda village in Chincholi taluka , A 7-year old girl died due to house collapse while 7 other sustained seriously injuries at Hesaragundagi in Afzalpur taluka",,IMD,,"None, 538",29
2643,UEI-IMD-FL-1998-0052,1998-09-23,23-09-1998 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,1.0,2.0,,,"A 70 year old man died,two other injured in a wall collapse in the Bengaluru Rural city","i)A few houses damaged ii)A few trees uprooted, traffic disrupted",IMD,,526,29
2645,UEI-IMD-FL-1998-0054,1998-10-01,14-10-1998 00:00,14.0,heavy rains,,"Beedar, Kalaburagi, Belagavi, Yadgir, Bagalkotee, Raichur, Koppal, Gadag, Ballari, Dharwad, Uttar Kashia Kannada, Haveri, Chitradurga, Davangere, Shivamogga, Udupi, Chikkamagaluru, Chikkaballapura, Hassan, Kolar, Bengaluru Rural, Dakshina Kannada, Bengaluru Urban, Kodagu, Chamarajanagaraa, Tumakuru, Ramanagara, Mandya, Mysuru, Vijayapura",Karnataka,,,,,198.0,34.0,,947,"i)198 persons died,34 other injured ii)947 livestock perished","i)14,515 houses fully,41,958 partially damaged ii)Major,minor crop including cotton, sunflower,onion in several thousand hectares affected iii)Extensive loss to public,private property reported iv)Road stretching about 1055 km damaged v)Some two-wheelers damaged,a car completely crushed under uprooted trees in Bengaluru Rural city,another Maruti car completely crushed due to wall collapse in Chincholi town vi)One canal in Narayanpura village,a tank in Shivamogga district breached,another tank named Dodda ranganath tank in Kollegala town flooded",IMD,,"None, 538, 527, 635, None, 546, 543, 537, 528, 536, None, 540, 533, 535, 547, 549, 532, 630, 539, 542, 526, 534, 525, 541, None, 548, 631, 544, 545, 530",29
2732,UEI-IMD-FL-1999-0023,1999-04-25,26-04-1999 00:00,2.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,,2.0,,,2 scooterists injured,"i)Several trees uprooted, one scooter crushed under a tree ii)Power cables cut off, many areas of the city plunged into darkness",IMD,,526,29
2733,UEI-IMD-FL-1999-0024,1999-05-02,03-05-1999 00:00,2.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,1.0,15.0,,,"1 person died,15 other injured when Thanjavur Express met with an accident due to fall of a tree","i)In Thittamaranahalli - Channapatna, hundreds of coconut, Palm, Mango,Banana trees uprooted ii)About 150 trees uprooted trees uprooted in Bengaluru Rural University iii)Bengaluru Rural-Mysire road traffic disrupted due to uprooted trees,electricity poles",IMD,,526,29
2734,UEI-IMD-FL-1999-0025,1999-05-04,04-05-1999 00:00,1.0,heavy rains,,"Chitradurga,Hassan",Karnataka,,,,,,,,,,"Many houses damaged in Harapanahalli, Arsikere,Kodur",IMD,,"533, 539",29
2735,UEI-IMD-FL-1999-0026,1999-05-05,05-05-1999 00:00,1.0,heavy rains,,"Bengaluru Rural,Bijapur",Karnataka,,,,,1.0,,,,A State transport bus driver electrocuted due to live wire,"i)About 50 trees uprooted in Bengaluru Rural city ii)Mango orchards damaged iii)21 vehicles trapped under uprooted trees iv)Telephone,electricity lines snapped off ",IMD,,"526, 636",29
2736,UEI-IMD-FL-1999-0027,1999-05-07,07-05-1999 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,5.0,,,,5 persons including 2 children died when bus was swept away,,IMD,,526,29
2737,UEI-IMD-FL-1999-0028,1999-05-10,10-05-1999 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,,3.0,,,3 person injured as tree fell upon them,i)2 cars crushed under an uprooted tree ii)Telephone lines affected due to uprooted trees,IMD,,526,29
2738,UEI-IMD-FL-1999-0029,1999-05-12,12-05-1999 00:00,1.0,heavy rains,,Hassan,Karnataka,,,,,1.0,1.0,,,"1 old man died,his wife seriously injured","In Adihalli, 50 coconut trees,several banana plantations uprooted",IMD,,539,29
2739,UEI-IMD-FL-1999-0030,1999-05-14,14-05-1999 00:00,1.0,heavy rains,,"Bengaluru Rural, Tumakuru",Karnataka,,,,,2.0,1.0,,2,"i)One old woman,a chil died under a house collapse ii)One person injured,two goats perished in Malavalli taluka",i)Several trees fell ii)A car damaged due to fall of a tree,IMD,,"526, 548",29
2740,UEI-IMD-FL-1999-0031,1999-06-11,11-06-1999 00:00,1.0,heavy rains,,Uttar Kashia Kannada,Karnataka,,,,,5.0,,,14,"In Kumta,Murudeshwar i)5 persons including one woman died ii)14 cattle heads perished","i)Lakes,ponds over flown ii)27 villages submerged in Honavar taluka",IMD,,,29
2741,UEI-IMD-FL-1999-0032,1999-06-12,12-06-1999 00:00,1.0,heavy rains,,Dakshina Kannada,Karnataka,,,,,,,,,,"i)Landslides reported ii)tiled roofs of several houses,cow sheds blown off iii)Konkan railway track between Honavar,Murudeshwar completely covered by mud due to landslide iv)Mangalore - Karkala road breached at many places,covered with mud due to landslide from nearby hills",IMD,,534,29
2742,UEI-IMD-FL-1999-0033,1999-07-12,24-07-1999 00:00,13.0,severe floods,,"Beedar, Kalaburagi, Belagavi, Yadgir, Bagalkotee, Raichur, Koppal, Gadag, Ballari, Dharwad, Uttar Kashia Kannada, Haveri, Chitradurga, Davangere, Shivamogga, Udupi, Chikkamagaluru, Chikkaballapura, Hassan, Kolar, Bengaluru Rural, Dakshina Kannada, Bengaluru Urban, Kodagu, Chamarajanagaraa, Tumakuru, Ramanagara, Mandya, Mysuru, Vijayapura",Karnataka,,,,,122.0,,,959,i)122 persons died ii)959 cattle died,"i)Major roads submerged forcing traffic deviations ii)Landslides reported on National Highway, 15 km from Yellapura iii)16,828 houses/huts damaged,many houses collapsed rendering many people homeless iv)Extensive damage to property,agriculture reported",IMD,,"None, 538, 527, 635, None, 546, 543, 537, 528, 536, None, 540, 533, 535, 547, 549, 532, 630, 539, 542, 526, 534, 525, 541, None, 548, 631, 544, 545, 530",29
2743,UEI-IMD-FL-1999-0034,1999-08-01,02-08-1999 00:00,2.0,flash flood,," Kalaburagi,Shivamogga",Karnataka,,,,,2.0,,,350,"i)2 persons died ii)A few cows, hundreds of poultry birds,350 sheep washed away","i)In Belkota, Dammur,Ambalga villages, 82 families forced to leave their houses ii)Green gram, Black gram, Jowar, Sesame,Banana on thousands of hectares destroyed iii)14th hair-pin bend in Agumbe ghat collapsed completely causing deep cracks of almost 80 ft,disrupting traffic",IMD,,"538, 547",29
2744,UEI-IMD-FL-1999-0035,1999-10-02,03-10-1999 00:00,2.0,heavy rains,,"Bijapur, Chitradurga,Tumakuru",Karnataka,,,,,11.0,,,,11 persons died in drowning/house collapse ,"30 houses,one school building collapsed",IMD,,"636, 533, 548",29
2745,UEI-IMD-FL-1999-0036,1999-10-13,13-10-1999 00:00,1.0,flash flood,,Dharwad,Karnataka,,,,,2.0,,,,i)2 persons washed away ii)A few sheep also washed away,i)22 villages inundated ii)16 houses collapsed iii)Damage to crop reported,IMD,,536,29
2746,UEI-IMD-FL-1999-0037,1999-10-15,15-10-1999 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,1.0,,,,1 woman died in a house collapse,,IMD,,526,29
2747,UEI-IMD-FL-1999-0038,1999-10-18,18-10-1999 00:00,1.0,heavy rains,,Dakshina Kannada,Karnataka,,,,,,,,,,"In Udipi, 3500 lines in Manipal telephone exchange went out of order",IMD,,534,29
2748,UEI-IMD-FL-1999-0039,1999-10-22,22-10-1999 00:00,1.0,heavy rains,,Chitradurga,Karnataka,,,,,1.0,,,,1 woman washed away in Hiriyur,,IMD,,533,29
2749,UEI-IMD-FL-1999-0040,1999-10-24,24-10-1999 00:00,1.0,heavy rains,,Mysuru,Karnataka,,,,,1.0,1.0,,,"In Mysuru city, one person died,another injured in house collapse",,IMD,,545,29
2750,UEI-IMD-FL-1999-0041,1999-10-26,26-10-1999 00:00,1.0,heavy rains,,Kolar,Karnataka,,,,,5.0,5.0,,,"4 members of a family,one woman died,5 other injured in house collapse at Masthi",,IMD,,542,29
2751,UEI-IMD-FL-1999-0042,1999-10-27,27-10-1999 00:00,1.0,heavy rains,,Mandya,Karnataka,,,,,,,,,,i)Mysuru - Arasikere sector railway line damaged ii)Standing crop in a few hectares damaged as the crop area inundated in Krishnarajpet,IMD,,544,29
2838,UEI-IMD-FL-2000-0035,2000-06-05,07-06-2000 00:00,3.0,heavy rains,,"Bengaluru Rural, Chikkaballapura, Dakshina Kannada, Kodagu,Uttar Kashia Kannada",Karnataka,,,,,3.0,7.0,,,"3 persons died,7 injured in different incidents","(i) 50 houses swallowed by rising sea at Kotpur(Mangalore) of Dakshina Kannada District (ii) Several trees like Devadaru, Banyan, Coconut, Arecanut, Mangoes,Coffee plantations uprooted. On Narndra Bale garden on 5 acre completely razed to the ground (iii) Power supply,traffic disrupted",IMD,,"526, 630, 534, 541, None",29
2839,UEI-IMD-FL-2000-0036,2000-06-08,08-06-2000 00:00,1.0,heavy rains,,"Dakshina Kannada,Uttar Kashia Kannada",Karnataka,,,,,,,,,,"(i) Nearly 50 houses damaged,roofs of 22 tiled houses blown off (ii) One cement bridge completely destroyed",IMD,,"534, None",29
2840,UEI-IMD-FL-2000-0037,2000-06-10,12-06-2000 00:00,3.0,heavy rains,,"Davangere, Uttar Kashia Kannada,Shivamogga",Karnataka,,,,,5.0,,,,"1 woman,4 children died","One well,pump shed destroyed due to landslide in Kunta. Estimated loss upto 35000 rs.",IMD,,"535, None, 547",29
2841,UEI-IMD-FL-2000-0038,2000-06-29,30-06-2000 00:00,2.0,heavy rains,,"Ballari,Beedar",Karnataka,,,,,,,,,,"(i)Repair works of right bank of Tungabhadra had to be Stopped (ii) Power supply disrupted, normal life affected",IMD,,"528, None",29
2842,UEI-IMD-FL-2000-0039,2000-07-01,01-07-2000 00:00,1.0,heavy rains,, Kalaburagi,Karnataka,,,,,3.0,,,,3 persons died due to house collapse in Banakalagi,,IMD,,538,29
2844,UEI-IMD-FL-2000-0041,2000-07-05,08-07-2000 00:00,4.0,heavy rains,,Dakshina Kannada,Karnataka,,,,,,,,,,"(i) Due to sea erosion at Ullal Kolepura, gap between river Netravathi,sea reduced so much that nearly 30 fish drying sheds washed off (ii) 12 ft.  wall collapsed due to which transformer fell disrupting water supply (iii) Landslides reported in Kettikalla hill (iv) One huge tree uprooted in another place",IMD,,534,29
2843,UEI-IMD-FL-2000-0040,2000-07-06,07-07-2000 00:00,2.0,heavy rains,,Uttar Kashia Kannada,Karnataka,,,,,,,,,,"A few houses in Hapiwad,Palewad villages inundated",IMD,,,29
2845,UEI-IMD-FL-2000-0042,2000-07-07,08-07-2000 00:00,2.0,heavy rains,,Bijapur,Karnataka,,,,,,3.0,,,"2 persons washed away in a drain,another in river Krishna",,IMD,,636,29
2846,UEI-IMD-FL-2000-0043,2000-07-11,14-07-2000 00:00,4.0,heavy rains,,"Chikkaballapura, Kalaburagi",Karnataka,,,,,,,,,,"(i) Continuous landslides reported on Konkan railway. Charmadighat section closed down completely. Estimated loss Rs.70 Lakh per day,total loss running into crores as 760km track to be repaired (ii) 3 tanks breached (iii)325 houses collapsed",IMD,,"630, 538",29
2847,UEI-IMD-FL-2000-0044,2000-07-14,14-07-2000 00:00,1.0,heavy rains,,"Chikkaballapura,Dharwad",Karnataka,,,,,,,,3,3 animals washed away,"(i) Major landslide reported from Malayamurtha forest, traffic on entire stretch closed (ii) 44 houses damaged",IMD,,"630, 536",29
2848,UEI-IMD-FL-2000-0045,2000-08-01,01-08-2000 00:00,1.0,heavy rains,,Bengaluru Rural ,Karnataka,,,,,1.0,5.0,,,"1 woman died,5 persons injured in Bengaluru Rural city due to house collapse",(i) Low lying areas inundated. Several tonnes of vegetables got rotten. (ii) Several houses collapsed (iii) 9000 telephone lines went out of order,IMD,,526,29
2850,UEI-IMD-FL-2000-0047,2000-08-03,06-08-2000 00:00,4.0,heavy rains,,Davangere ,Karnataka,,,,,1.0,1.0,,,"1 woman died in a wall collpase,another person washed away ",(i) Many houses damaged (ii) Several trees uprooted,IMD,,535,29
2849,UEI-IMD-FL-2000-0046,2000-08-03,03-08-2000 00:00,1.0,heavy rains,,Tumakuru,Karnataka,,,,,,,,,,"(i) In Gubbi taluka more than 4000 coconut trees, 6000 arecanut trees,about 200 years old banyan trees,neem trees damaged (ii) about 1000 household damaged (iii) More than 100 telephone/electric poles fell (iv) Loss in several lakhs of rupees reported",IMD,,548,29
2860,UEI-IMD-FL-2000-0057,2000-08-08,10-08-2000 00:00,3.0,heavy rains,,"Bengaluru Rural,Bengaluru Rural",Karnataka,,,,,,2.0,,,2 workers injured,"(i) In Bengaluru Rural city, Cauvery stage III pump house completely submerged by flood water of Bhima river, affecting the wartersupply of the city,surroundings for a week (ii) In Bengaluru Rural rural, 128 lakes damaged, many bridges collapsed, dirupting traffic (iii) Standing crops washed away",IMD,,"526, 526",29
2851,UEI-IMD-FL-2000-0048,2000-08-13,13-08-2000 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,,,,,,"In Bengaluru Rural city, several trees uprooted,14 auto rickshaws damaged",IMD,,526,29
2852,UEI-IMD-FL-2000-0049,2000-08-23,24-08-2000 00:00,2.0,heavy rains,,Beedar,Karnataka,,,,,,,,2,2 cows died as a cattle shed collapse,"(i) 72 houses fully,50 partially damaged. One lake also damaged (ii) Crops damaged, loss estimated in several lakhs",IMD,,,29
2853,UEI-IMD-FL-2000-0050,2000-08-25,26-08-2000 00:00,2.0,heavy rains,,"Dakshina Kannada, Uttar Kashia Kannada,Raichur",Karnataka,,,,,1.0,2.0,,,"1 person died in Raichur,3 students injured","(i) Traffic on NH 17 disrupted due to landslides at several places(ii)1000 houses,other proiperties damaged, 900 tiles of a school blown off",IMD,,"534, None, 546",29
2854,UEI-IMD-FL-2000-0051,2000-08-29,29-08-2000 00:00,1.0,heavy rains,,"Kodagu,Tumakuru",Karnataka,,,,,,,,,,"(i) Extensive damage to property,agriculture reported (ii) Doddakere lake damaged",IMD,,"541, 548",29
2855,UEI-IMD-FL-2000-0052,2000-09-14,14-09-2000 00:00,1.0,heavy rains,, Kalaburagi,Karnataka,,,,,,,,,,"(i) Public property like roads, bridges, bunds, water reservoirs damaged (ii) Loss estimated in several crores of rupees",IMD,,538,29
2856,UEI-IMD-FL-2000-0053,2000-09-30,30-09-2000 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,2.0,3.0,,,"2 persons died,3 other trapped when a building collapsed",Many areas inundated,IMD,,526,29
